"Môn học","Lớp","Chủ đề","Thể loại","Câu hỏi","Câu trả lời","Hướng dẫn giải","","","","","","",""
"Toán","8","Đai số","Bài tập","Giải: x² - 2x - 8 = 0","x = 4 hoặc x = -2","(x - 4)(x + 2) ⇒ x = 4 hoặc x = -2","","","","","","",""
"Toán","8","Đai số","Bài tập","Tính tại x = 3: A = (x - 1)(x + 2)","A = 10","(3 - 1)(3 + 2) = 2 * 5 = 10","","","","","","",""
"Toán","8","Đai số","Bài tập","Giải: x² = 2x","x = 0 hoặc x = 2","x² - 2x = 0 ⇒ x(x - 2) = 0 ⇒ x = 0 hoặc x = 2","","","","","","",""
"Toán","8","Đai số","Bài tập","Giải: (x + 2)² = 49","x = 5 hoặc x = -9","x + 2 = ±7 → x = 5 hoặc x = -9","","","","","","",""
"Toán","8","Đai số","Bài tập","Phân tích: x² - x - 6","(x - 3)(x + 2)","Tìm 2 số: -3 và 2 → (x - 3)(x + 2)","","","","","","",""
"Toán","8","Đai số","Bài tập","Rút gọn: (x² - 49)/(x - 7)","x + 7","(x - 7)(x + 7)/(x - 7) = x + 7 (x ≠ 7)","","","","","","",""
"Toán","8","Đai số","Bài tập","Giải pt: x² + 4x + 3 = 0","x = -1 hoặc -3","(x + 1)(x + 3) = 0 → x = -1 hoặc -3","","","","","","",""
"Toán","8","Đai số","Bài tập","Tìm GTLN: A = -x² + 2x + 3","x = 1 → A = -1 + 2 + 3 = 4","x = 1 → A = -1 + 2 + 3 = 4","","","","","","",""
"Toán","8","Đai số","Bài tập","Phân tích: x² - 13x + 36","(x - 9)(x - 4)","(x - 9)(x - 4)","","","","","","",""
"Toán","8","Đai số","Bài tập","Giải: (x - 5)(x + 1) = 0","x = 5 hoặc x = -1","x = 5 hoặc x = -1","","","","","","",""
"Toán","8","Đai số","Bài tập","Rút gọn: (x² + 6x + 9)/(x + 3)","x + 3","(x + 3)²/(x + 3) = x + 3 (x ≠ -3)","","","","","","",""
"Toán","8","Đai số","Bài tập","Rút gọn: (4x² - 1)/(2x - 1)","2x + 1","(2x - 1)(2x + 1)/(2x - 1) = 2x + 1 (x ≠ 0.5)","","","","","","",""
"Toán","8","Đai số","Bài tập","Rút gọn: (x² - 36)/(x + 6)","x - 6","(x - 6)(x + 6)/(x + 6) = x - 6 (x ≠ -6)","","","","","","",""
"Toán","8","Đai số","Bài tập","Giải: x² + 6x = 0","x = 0 hoặc x = -6","x(x + 6) = 0 ⇒ x = 0 hoặc x = -6","","","","","","",""
"Toán","8","Đai số","Bài tập","Giải: x² + x - 30 = 0","x = 5 hoặc x = -6","(x - 5)(x + 6) → x = 5 hoặc x = -6","","","","","","",""
"Toán","8","Đai số","Bài tập","Giải: (2x - 3)² = 49","x = 5 hoặc x = -2","2x - 3 = ±7 → x = 5 hoặc x = -2","","","","","","",""
"Toán","8","Đai số","Bài tập","Rút gọn: (x³ - x²)/(x)","x(x - 1)","x²(x - 1)/x = x(x - 1)","","","","","","",""
"Toán","8","Đai số","Bài tập","Tìm GTLN: A = -x² + 10x - 16","A = 9 tại x = 5","x = 5 → A = -25 + 50 - 16 = 9","","","","","","",""
"Toán","8","Đai số","Bài tập","Tìm GTLN: A = -x² + 12x - 20","A = 16 tại x = 6","x = 6 → A = -36 + 72 - 20 = 16","","","","","","",""
"Toán","8","Đai số","Bài tập","Rút gọn: (x² - 64)/(x + 8)","x - 8","(x - 8)(x + 8)/(x + 8) = x - 8 (x ≠ -8)","","","","","","",""
"Toán","8","Đai số","Bài tập","Phân tích: x² - 3x - 10","(x - 5)(x + 2)","(x - 5)(x + 2)","","","","","","",""
"Toán","8","Đai số","Bài tập","Rút gọn: (x² - 25)/(x - 5)","x + 5","(x + 5)(x - 5)/(x - 5) = x + 5 (x ≠ 5)","","","","","","",""
"Toán","8","Đai số","Bài tập","Rút gọn: (9x² - 1)/(3x - 1)","3x + 1","(3x - 1)(3x + 1)/(3x - 1) = 3x + 1 (x ≠ 1/3)","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Giá trị của biểu thức (x - 3)² khi x = 5 là:
A. 4  B. 2  C. 1  D. 16","A","(5 - 3)² = 2² = 4","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Phân tích x² - 6x + 9 thành nhân tử:
A. (x - 3)(x + 3) B. (x - 3)² C. (x + 3)² D. Không phân tích được","B","Vì x² - 6x + 9 = (x - 3)²","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Giá trị nhỏ nhất của biểu thức A = (x - 1)² là:
A. 1 B. -1 C. 0 D. 2","C","GTNN của (x - 1)² là 0 khi x = 1","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Tìm x: (x - 4)(x + 2) = 0
A. x = -4 hoặc 2 B. x = 4 hoặc -2 C. x = -2 hoặc 4 D. x = 2 hoặc 4","C","Giải pt: x = 4 hoặc x = -2","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Rút gọn biểu thức: (x² - 9)/(x - 3) với x ≠ 3
A. x + 3 B. x - 3 C. x² + 3 D. Không rút gọn được","A","x² - 9 = (x - 3)(x + 3) ⇒ rút gọn = x + 3","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Biểu thức (x + 5)(x - 2) có dạng:
A. x² - 3x - 10 B. x² + 3x - 10 C. x² + 3x + 10 D. x² - 10x + 3","B","Nhân 2 hạng tử: x² - 2x + 5x - 10 = x² + 3x - 10","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Tìm nghiệm của phương trình x² = 49
A. x = ±7 B. x = 7 C. x = -7 D. x = 0","A","√49 = 7 ⇒ x = ±7","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Giá trị lớn nhất của A = -x² + 6x - 8 là:
A. 3 B. 1 C. 2 D. 4","B","A đạt max tại x = 3: A = -9 + 18 - 8 = 1","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Phân tích x² - 2x - 15:
A. (x - 5)(x + 3) B. (x + 5)(x - 3) C. (x - 3)(x + 5) D. (x + 5)(x + 3)","A","Tìm 2 số có tổng -2 và tích -15 → -5, 3 → (x - 5)(x + 3)","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Giải phương trình: x² - 1 = 0
A. x = 1 B. x = 0 C. x = ±1 D. x = -1","C","x² = 1 → x = ±1","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Giá trị của biểu thức (x + 2)² khi x = 3 là:
A. 25 B. 10 C. 1 D. 36","A","(3 + 2)² = 5² = 25","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Phân tích x² - 16 thành nhân tử:
A. (x + 4)(x - 4) B. (x - 8)(x + 2) C. (x + 8)(x - 2) D. Không phân tích được","A","x² - 16 = (x - 4)(x + 4)","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Giá trị lớn nhất của A = -x² + 2x là:
A. 2 B. -1 C. 1 D. 4","C","A đạt GTLN tại x = 1: A = -1² + 2×1 = 1","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Tìm x: (x + 3)(x - 5) = 0
A. x = -3 hoặc 5 B. x = -5 hoặc 3 C. x = 0 D. x = 15","A","(x + 3)(x - 5) = 0 ⇒ x = -3 hoặc x = 5","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Rút gọn biểu thức: (x² - 25)/(x + 5) với x ≠ -5
A. x - 5 B. x + 5 C. x² - 25 D. x² - 5","A","x² - 25 = (x + 5)(x - 5) ⇒ rút gọn = x - 5","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Biểu thức (x - 2)(x + 4) có dạng:
A. x² - 8x - 8 B. x² + 2x - 8 C. x² + 2x - 6 D. x² + 2x - 8","D","(x - 2)(x + 4) = x² + 4x - 2x - 8 = x² + 2x - 8","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Tìm nghiệm của phương trình x² - 16 = 0
A. x = 4 B. x = ±4 C. x = -4 D. x = 0","B","x² = 16 ⇒ x = ±4","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Giá trị nhỏ nhất của A = (x - 5)² là:
A. 5 B. 25 C. 0 D. 1","C","GTNN của (x - 5)² là 0 khi x = 5","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Phân tích x² + 10x + 25:
A. (x + 5)(x - 5) B. (x + 5)² C. (x + 10)(x + 1) D. Không phân tích được","B","x² + 10x + 25 = (x + 5)²","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Giải phương trình: x² - 36 = 0
A. x = ±6 B. x = 6 C. x = 0 D. x = -6","A","x² = 36 ⇒ x = ±6","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Tính: (x - 7)² khi x = 10
A. 9 B. 3 C. 81 D. 1","A","(10 - 7)² = 3² = 9","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Phân tích: x² - 1
A. (x + 1)(x - 1) B. (x + 1)² C. (x - 1)² D. Không phân tích được","A","x² - 1 = (x - 1)(x + 1)","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Giá trị lớn nhất của A = -x² + 4x + 1 là:
A. 1 B. 5 C. 6 D. 4","B","A đạt max tại x = 2 ⇒ A = -4 + 8 + 1 = 5","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Tìm x: (x + 2)(x - 3) = 0
A. x = -2 hoặc 3 B. x = 2 hoặc -3 C. x = 5 D. x = 6","A","x = -2 hoặc x = 3","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Rút gọn biểu thức: (x² - 1)/(x - 1) với x ≠ 1
A. x + 1 B. x - 1 C. x² - 1 D. Không rút gọn được","A","x² - 1 = (x - 1)(x + 1) ⇒ rút gọn = x + 1","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Biểu thức (x + 1)(x - 2) có dạng:
A. x² - x - 2 B. x² + 2x - 1 C. x² - x + 2 D. x² + x - 2","A","x² - 2x + x - 2 = x² - x - 2","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Tìm nghiệm của phương trình x² + 5x = 0
A. x = -5 hoặc 0 B. x = 5 hoặc 0 C. x = -5 D. x = 0","A","x(x + 5) = 0 ⇒ x = 0 hoặc x = -5","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Giá trị nhỏ nhất của A = (x + 2)² là:
A. 4 B. 2 C. 0 D. -2","C","GTNN là 0 khi x = -2","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Phân tích x² - 6x + 9:
A. (x + 3)² B. (x - 3)² C. (x - 6)(x + 1) D. Không phân tích được","B","x² - 6x + 9 = (x - 3)²","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Giải phương trình: x² + 3x = 0
A. x = 0 hoặc -3 B. x = 3 C. x = -3 D. x = 0","A","x(x + 3) = 0 ⇒ x = 0 hoặc x = -3","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Tính: (x + 2)(x - 2) khi x = 5
A. 25 B. 0 C. 9 D. 21","D","(5 + 2)(5 - 2) = 7 × 3 = 21","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Phân tích: x² + 4x + 4
A. (x + 2)(x - 2) B. (x + 2)² C. (x - 2)² D. Không phân tích được","B","x² + 4x + 4 = (x + 2)²","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Nghiệm của phương trình: x² - 25 = 0
A. x = ±5 B. x = 0 C. x = -5 D. x = 5","A","x² = 25 ⇒ x = ±5","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Giá trị lớn nhất của A = -x² + 2x + 8 là:
A. 8 B. 9 C. 10 D. 11","B","A đạt max tại x = 1 ⇒ A = -1 + 2 + 8 = 9","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Phân tích: x² - 49
A. (x - 7)(x + 7) B. (x - 7)² C. (x + 7)² D. Không phân tích được","A","x² - 49 = (x - 7)(x + 7)","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Giải phương trình: x² - 9x = 0
A. x = 0 hoặc 9 B. x = -9 C. x = 3 D. x = 0","A","x(x - 9) = 0 ⇒ x = 0 hoặc x = 9","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Rút gọn biểu thức: (x² - 4)/(x - 2), với x ≠ 2
A. x - 2 B. x + 2 C. x² - 4 D. Không rút gọn được","B","x² - 4 = (x - 2)(x + 2) ⇒ rút gọn = x + 2","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Tính GTNN của A = (x - 5)²
A. 5 B. 0 C. -5 D. 10","B","GTNN = 0 khi x = 5","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Phân tích: x² + 10x + 25
A. (x + 5)(x + 5) B. (x + 5)(x - 5) C. (x - 5)² D. Không phân tích được","A","x² + 10x + 25 = (x + 5)²","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Tìm x: (x - 1)(x + 1) = 0
A. x = -1 hoặc 1 B. x = 0 C. x = 1 D. x = -1","A","x = -1 hoặc x = 1","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Phân tích: x² - 6x + 9
A. (x - 3)² B. (x + 3)² C. (x - 6)(x + 1) D. Không phân tích được","A","x² - 6x + 9 = (x - 3)²","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Giải phương trình: x² = 36
A. x = ±6 B. x = 6 C. x = -6 D. x = 0","A","x = ±6","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Rút gọn biểu thức: (x² - 16)/(x - 4), với x ≠ 4
A. x - 4 B. x + 4 C. x² - 16 D. Không rút gọn được","B","x² - 16 = (x - 4)(x + 4) ⇒ rút gọn = x + 4","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Tính GTLN của A = -x² + 6x - 8
A. 1 B. 9 C. 4 D. 0","A","A đạt max tại x = 3 ⇒ A = -9 + 18 - 8 = 1","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Phân tích: x² - 2x - 15
A. (x - 5)(x + 3) B. (x + 5)(x - 3) C. (x - 2)(x - 7) D. (x + 2)(x - 5)","A","Tổng = -2, tích = -15 ⇒ (x - 5)(x + 3)","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Tìm x: (x + 4)(x - 5) = 0
A. x = -4 hoặc 5 B. x = -9 C. x = 0 D. x = 1","A","x = -4 hoặc x = 5","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Phân tích: 9x² - 1
A. (3x - 1)(3x + 1) B. (3x - 1)² C. (x - 1)(x + 1) D. Không phân tích được","A","9x² - 1 = (3x - 1)(3x + 1)","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Tính: (x - 6)(x + 2) khi x = 3
A. -21 B. -18 C. 15 D. 24","A","(3 - 6)(3 + 2) = (-3)(5) = -15","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Tìm x: x² - 4x + 3 = 0
A. x = 1 hoặc 3 B. x = -1 hoặc -3 C. x = 2 hoặc 2 D. x = 0","A","Δ = 4² - 4×1×3 = 4 ⇒ x = 1 hoặc x = 3","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm"," Phân tích: x² + 2x + 1
A. (x + 1)² B. (x - 1)² C. (x + 2)² D. (x + 1)(x - 1)","A","x² + 2x + 1 = (x + 1)²","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Phân tích: x² - 10x + 25
A. (x - 5)² B. (x + 5)² C. (x - 2)(x - 8) D. Không phân tích được","A","x² - 10x + 25 = (x - 5)²","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Giải phương trình: x² - 9 = 0
A. x = ±3 B. x = 3 C. x = -3 D. x = 0","A","x² - 9 = 0 ⇒ x² = 9 ⇒ x = ±3","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Rút gọn biểu thức: (x² - 9)/(x + 3), với x ≠ -3
A. x - 3 B. x + 3 C. x² - 9 D. Không rút gọn được","A","x² - 9 = (x - 3)(x + 3) ⇒ rút gọn = x - 3","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Phân tích: x² - 4x - 12
A. (x - 6)(x + 2) B. (x - 3)(x - 4) C. (x - 2)(x - 6) D. (x + 6)(x - 2)","A","Tổng = -4, tích = -12 ⇒ (x - 6)(x + 2)","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Tính GTNN của A = x² - 6x + 10
A. 1 B. 2 C. 10 D. 0","A","A đạt min tại x = 3 ⇒ A = 9 - 18 + 10 = 1","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Phân tích: x² - 81
A. (x - 9)(x + 9) B. (x - 8)(x + 8) C. (x - 9)² D. Không phân tích được","A","x² - 81 = (x - 9)(x + 9)","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Tìm x: (x + 5)(x - 1) = 0
A. x = -5 hoặc 1 B. x = 5 hoặc -1 C. x = 0 D. x = 1 hoặc 0","A","x = -5 hoặc x = 1","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Rút gọn: (x² - 25)/(x - 5), với x ≠ 5
A. x + 5 B. x - 5 C. x² - 25 D. Không rút gọn được","A","x² - 25 = (x - 5)(x + 5) ⇒ rút gọn = x + 5","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Phân tích: x² + 4x + 4
A. (x + 2)² B. (x - 2)² C. (x + 4)(x + 1) D. Không phân tích được","A","A. (x + 2)² B. (x - 2)² C. (x + 4)(x + 1) D. Không phân tích được x² + 4x + 4 = (x + 2)²","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Tìm x biết: x² + 5x = 0
A. x = 0 hoặc -5 B. x = 5 C. x = 0 D. x = -5","A","x(x + 5) = 0 ⇒ x = 0 hoặc x = -5","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Phân tích: x² - 2x + 1
A. (x - 1)² B. (x + 1)² C. (x - 2)(x + 1) D. Không phân tích được","A","x² - 2x + 1 = (x - 1)²","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Giải phương trình: x² = 49
A. x = 49 B. x = ±7 C. x = -7 D. x = 0","B","x² = 49 ⇒ x = ±7","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Rút gọn: (x² - 64)/(x + 8), với x ≠ -8
A. x - 8 B. x + 8 C. x - 8 D. x² - 64","C","x² - 64 = (x - 8)(x + 8) ⇒ rút gọn = x - 8","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Tính GTNN của A = (x - 2)² + 3
A. 1 B. 2 C. 3 D. 0","C","GTNN = 3 khi x = 2","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Phân tích: x² + 10x + 25
A. (x + 5)² B. (x - 5)² C. (x + 2)(x + 5) D. Không phân tích được","A","x² + 10x + 25 = (x + 5)²","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Tìm x: x² - 100 = 0
A. x = ±10 B. x = 0 C. x = 100 D. x = -10","B","x² = 100 ⇒ x = ±10","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Phân tích: x² - x - 12
A. (x - 3)(x + 4) B. (x - 4)(x + 3) C. (x + 2)(x - 6) D. (x - 6)(x + 2)","B","Tổng = -1, tích = -12 ⇒ (x - 4)(x + 3)","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Giải phương trình: (x + 2)(x - 3) = 0
A. x = -2 hoặc 3 B. x = 2 hoặc -3 C. x = 0 D. x = -2","A","x = -2 hoặc x = 3","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Phân tích: x² - 6x + 8
A. (x - 2)(x - 4) B. (x - 1)(x - 8) C. (x - 2)(x + 4) D. Không phân tích được","A","Tổng = -6, tích = 8 ⇒ (x - 2)(x - 4)","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Tìm GTLN của A = - (x - 1)² + 5
A. 0 B. 5 C. 4 D. 1","B","GTLN = 5 khi x = 1","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Biểu thức đại số là biểu thức như thế nào?
A. Chỉ chứa số
B. Chỉ chứa chữ
C. Chứa cả số và chữ
D. Có thể chỉ chứa số, chỉ chứa chữ hoặc chứa cả số và chữ","D","Biểu thức đại số là biểu thức bao gồm các số, chữ (biến), được liên kết bởi các phép toán như +, −, ×, :. Do đó, nó có thể chứa số, chữ hoặc cả hai.","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Đa thức là gì?
A. Là tổng của nhiều đơn thức
B. Là tích của nhiều đơn thức
C. Là hiệu của hai số
D. Là một hằng số","","Đa thức là tổng của các đơn thức.","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Biến là gì trong toán học?
A. Một số cố định
B. Một số thay đổi
C. Một biểu thức
D. Một hằng số","A","Biến là đại lượng có thể thay đổi giá trị.","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Phép nhân hai đơn thức luôn cho kết quả là:
A. Hằng số
B. Đơn thức
C. Đa thức
D. Phân thức","B","Phép nhân hai đơn thức luôn cho một đơn thức.","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Biến và hằng số khác nhau ở điểm nào?
A. Biến không có giá trị
B. Hằng số luôn thay đổi
C. Biến thay đổi còn hằng số thì không
D. Không khác nhauBiến và hằng số khác nhau ở điểm nào?
A. Biến không có giá trị
B. Hằng số luôn thay đổi
C. Biến thay đổi còn hằng số thì không
D. Không khác nhau","C","Biến có thể thay đổi giá trị, hằng số thì không.","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Tổng hai đơn thức đồng dạng là một:
A. Hằng số
B. Biến
C. Đơn thức đồng dạng
D. Đơn thức","D","Tổng của hai đơn thức đồng dạng vẫn là đơn thức.","","","","","","",""
"Toán","8","Đai số","Bài tập trắc nghiệm","Muốn nhân hai đơn thức, ta:
A. Nhân hệ số và nhân phần biến
B. Nhân hệ số, giữ nguyên phần biến
C. Giữ nguyên hệ số, nhân phần biến
D. Cộng hai đơn thức","A","Nhân đơn thức: nhân hệ số và phần biến cùng lúc.","","","","","","",""
"Toán","8","Hình học","Bài tập trắc nghiệm","Tính chu vi của tam giác có ba cạnh lần lượt là 5 cm, 7 cm, 9 cm:
A. 20 cm B. 21 cm C. 22 cm D. 23 cm","","5 + 7 + 9 = 21 cm","","","","","","",""
"Toán","8","Hình học","Bài tập trắc nghiệm","Đường trung bình trong tam giác song song với cạnh thứ ba và bằng:
A. Gấp đôi cạnh thứ ba
B. Bằng một nửa cạnh thứ ba
C. Bằng cạnh thứ ba
D. Bằng tổng hai cạnh còn lại","B","Định lý đường trung bình trong tam giác","","","","","","",""
"Toán","8","Hình học","Bài tập trắc nghiệm","Trong tam giác vuông, cạnh đối diện góc vuông gọi là gì?
A. Cạnh góc vuông B. Đường trung tuyến C. Cạnh huyền D. Trung trực","C","Là cạnh lớn nhất và đối diện góc vuông","","","","","","",""
"Toán","8","Hình học","Bài tập trắc nghiệm","Tam giác có hai góc bằng nhau gọi là gì?  A. Tam giác đều   B. Tam giác cân   C. Tam giác vuông   D. Tam giác tù","B","Tam giác cân là tam giác có hai góc bằng nhau.","","","","","","",""
"Toán","8","Hình học","Bài tập trắc nghiệm","Diện tích tam giác được tính bằng công thức nào?  A. a × b   B. ½ × đáy × cao   C. cạnh × cạnh   D. Không có công thức","B","½ × đáy × chiều cao là công thức chuẩn.","","","","","","",""
"Toán","8","Hình học","Bài tập trắc nghiệm","Tam giác đều có bao nhiêu trục đối xứng?  A. 0   B. 1   C. 2   D. 3","D","Tam giác đều có 3 trục đối xứng.","","","","","","",""
"Toán","8","Hình học","Bài tập trắc nghiệm","Hình có hai cặp cạnh đối song song gọi là:  
A. Hình thang  
 B. Hình chữ nhật  
 C. Hình bình hành  
 D. Hình thoi","C","Hình bình hành có hai cặp cạnh đối song song.","","","","","","",""
"Toán","8","Hình học","Bài tập trắc nghiệm","Góc ngoài của tam giác bằng: 
A. Góc trong kề nó  
B. Tổng hai góc trong không kề C. 180° 
D. Góc lớn nhất","","Góc ngoài = Tổng hai góc trong không kề.","","","","","","",""
"Toán","8","Hình học","Bài tập trắc nghiệm","Tam giác có hai cạnh bằng nhau thì hai góc:  A. Bằng nhau  B. Vuông  C. Không bằng nhau  D. Bằng 90°","A","Hai cạnh bằng nhau → hai góc ở đối bằng nhau.","","","","","","",""
"Toán","8","Hình học","Bài tập trắc nghiệm","Hình có hai cặp cạnh đối song song gọi là:  A. Hình thang  B. Hình chữ nhật  C. Hình bình hành  D. Hình thoi","C","Hình bình hành có hai cặp cạnh đối song song.","","","","","","",""
"Toán","8","Hình học","Bài tập trắc nghiệm","Đường trung tuyến là:  A. Đường nối hai đỉnh  B. Đường nối đỉnh và trung điểm cạnh đối diện  C. Đường cao  D. Đường trung trực","B","Theo định nghĩa, trung tuyến nối đỉnh với trung điểm cạnh đối.","","","","","","",""
"Toán","8","Hình học","Bài tập trắc nghiệm","Trong hình bình hành, hai đường chéo:  A. Vuông góc  B. Cắt nhau tại trung điểm  C. Bằng nhau  D. Không cắt nhau","B","Hai đường chéo cắt nhau tại trung điểm của mỗi đường.","","","","","","",""
"Toán","8","Hình học","Bài tập trắc nghiệm","Tính chất hình chữ nhật:  A. Các góc vuông  B. Hai cặp cạnh đối song song  C. Đường chéo bằng nhau  D. Tất cả đều đúng","D","Hình chữ nhật có tất cả các tính chất trên.","","","","","","",""
"Toán","8","Hình học","Bài tập trắc nghiệm","Một tam giác có các góc là 60°, 60°, 60° là:  A. Tam giác cân  B. Tam giác đều  C. Tam giác tù  D. Tam giác vuông","B","Ba góc bằng 60° → tam giác đều.","","","","","","",""
"Toán","8","Hình học","Bài tập trắc nghiệm","Trong hình thang cân, hai góc kề một đáy:  A. Bằng nhau  B. Vuông  C. Không bằng nhau  D. Phụ nhau","A","Hình thang cân có hai góc kề đáy bằng nhau.","","","","","","",""
"Toán","8","Hình học","Bài tập trắc nghiệm","Trong tam giác, nếu một góc bằng 90° thì tam giác là:  A. Tam giác vuông  B. Tam giác tù  C. Tam giác nhọn  D. Tam giác đều","A","Góc 90° xác định tam giác vuông.","","","","","","",""
"Toán","8","Hình học","Bài tập trắc nghiệm","Tâm của đường tròn là:  A. Điểm cố định cách đều mọi điểm trên đường tròn  B. Điểm trên chu vi  C. Trung điểm bán kính  D. Giao điểm các tiếp tuyến","A","Tâm là điểm cách đều mọi điểm trên đường tròn.","","","","","","",""
"Toán","8","Hình học","Bài tập trắc nghiệm","Trong hình bình hành, các góc đối:  A. Bằng nhau  B. Vuông  C. Bổ nhau  D. Không đều","A","Hình bình hành có góc đối bằng nhau.","","","","","","",""
"Toán","8","Hình học","Bài tập trắc nghiệm","Đường trung trực là:  A. Đường vuông góc và đi qua trung điểm cạnh  B. Đường chia đôi góc  C. Đường cao  D. Đường nối đỉnh và đáy","A","Định nghĩa chuẩn của đường trung trực.","","","","","","",""
"Toán","8","Hình học","Bài tập trắc nghiệm","Hình có bốn cạnh bằng nhau và bốn góc vuông là:  A. Hình vuông  B. Hình chữ nhật  C. Hình thoi  D. Hình thang","A","Hình vuông thỏa mãn điều kiện.","","","","","","",""
"Toán","8","Hình học","Bài tập trắc nghiệm","Tam giác có một góc > 90° là:  A. Tam giác tù  B. Tam giác nhọn  C. Tam giác đều  D. Tam giác cân","A","Một góc > 90° là góc tù.","","","","","","",""
